Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Game,Meat,0.004,150.0,0.0,0.126,0.0002099999999999,2.7,0.0,9e-06,0.0042,0.028,0.63,0.0,0.0,0.0,0.0,0.21,0.58,0.372,29.0,0.97,1.3e-05,0.054,0.0,0.0,0.0,0.00026,0.0,0.00073,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0014,0.0011,0.0025,0.0025,2e-05,0.0008399999999999,0.0012,0.0,0.0,0.0014,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bear meat,Meat,0.005,259.0,0.0,0.098,0.00015,13.0,0.0,6e-06,0.011,0.023,5.7,0.0,0.04,0.03,0.0,0.17,2.4,0.263,32.0,3.5,1.1e-05,0.071,0.0,0.0,0.0,0.0001,2.5e-06,0.00082,0.0034,0.0,0.00029,0.0,0.01,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00049,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bison meat,Meat,0.008,143.0,0.0,0.082,0.00011,2.4,0.0,8e-06,0.0034,0.026,0.95,0.0,0.0,0.0,0.0,0.209,0.24,0.361,28.0,0.91,3.6e-05,0.057,0.0,0.0,0.0,0.0001,2.9e-06,0.00027,0.0037,0.0,0.0004,0.0,0.0037,0.115,0.0,0.00075,0.0012,0.0022,0.0022,1e-05,0.00067,0.0011,0.0,0.0,0.0012,0.0,0.0013,0.0,0.0003599999999999,1.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caribou meat,Meat,0.022,167.0,0.0,0.109,0.00026,4.4,0.0,5e-06,0.0062,0.027,1.3,0.0,0.06,0.03,0.0,0.233,0.62,0.31,30.0,1.7,1.4e-05,0.06,0.0,0.0,0.0,0.00025,6.6e-06,0.0009,0.0058,0.0027,0.00032,0.003,0.0053,0.123,0.0,0.0012,0.0013,0.0025,0.0027,8.999999999999999e-05,0.00067,0.0013,0.0,0.0,0.0013,0.00046,0.0014,0.0,0.0004,1.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,Meat,0.017,143.0,0.0,0.075,0.0003,3.0,0.0,5e-06,0.0037,0.0,1.4,0.0,0.0,0.0,0.0,0.201,0.23,0.405,27.0,0.93,1.2e-05,0.086,0.0,0.0,0.0,8.999999999999999e-05,1.2e-06,0.00061,0.004,0.0,0.0,0.0,0.0053,0.106,0.0,0.00057,0.0014,0.0023,0.002,4e-05,0.00073,0.00094,0.0,0.0,0.0013,0.0004,0.0015,0.0,0.00034,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horse meat,Meat,0.008,175.0,0.0,0.068,0.00017,6.1,0.0,0.0,0.005,0.025,2.1,0.0,0.0,0.0,0.0,0.247,0.85,0.379,28.0,1.9,1.4e-05,0.055,0.0,0.0,0.0,0.0001,3.2000000000000003e-06,0.0001199999999999,0.0048,0.0,0.00033,0.002,0.0038,0.0,0.0,0.0011,0.0013,0.0022,0.0024,2e-05,0.00062,0.0012,0.0,0.0,0.0013,0.00035,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rabbit Meat,Meat,0.018,173.0,0.0,0.123,0.0001799999999999,3.5,0.0,8e-06,0.0049,0.031,0.95,0.0,0.0,0.0,0.0,0.24,0.68,0.343,33.0,1.1,1.5e-05,0.045,0.0,0.0,0.0,2e-05,6.5e-06,7.000000000000001e-05,0.0064,0.0,0.00034,0.0,0.0024,0.13,0.0,0.00093,0.0016,0.0026,0.0029,0.0,0.00083,0.0014,0.0,0.0,0.0015,0.00044,0.0017,0.0,0.00041,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elk meat,Meat,0.005,162.0,0.0,0.072,0.00035,3.4,0.0,9e-06,0.0040999999999999,0.029,0.97,0.0,0.0,0.0,0.0,0.285,0.16,0.392,31.0,1.3,1.1e-05,0.05,0.0,0.0,0.0,0.00014,3e-06,0.00037,0.0060999999999999,0.0012,0.00049,0.0,0.0040999999999999,0.0,0.0,0.00095,0.0013,0.0023,0.0025,2e-05,0.00076,0.0011,0.0,0.0,0.0012,0.00028,0.0014,0.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deer meat,Meat,0.005,149.0,0.0,0.088,0.00025,2.4,0.0,9e-06,0.0043,0.033,0.55,0.0,0.0,0.0,0.0,0.299,0.13,0.434,30.0,1.1,1.1e-05,0.057,0.0,0.0,0.0,0.00026,3.6000000000000003e-06,0.00056,0.0088,0.00086,0.00061,0.0,0.004,0.0,0.0,0.0009,0.0013,0.0023,0.0024,2e-05,0.0007,0.0011,0.0,0.0,0.0011,0.00027,0.0015,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuck steak,Meat,0.016,277.0,0.0,0.087,8e-05,20.0,0.0,6e-06,0.0025,0.022,9.5,0.0,0.0,0.0,0.0,0.193,0.81,0.325,25.0,8.7,2.8e-05,0.071,1.3,25.0,7e-06,7.000000000000001e-05,3e-06,0.00019,0.0047,0.00075,0.00037,0.0,0.0087,0.079,0.0,0.00081,0.0011,0.002,0.0022,1e-05,0.0007099999999999,0.00095,0.0,0.0,0.0011,0.00028,0.0011,1.0000000000000001e-07,0.0001,1.6e-06,0.04,0.01,0.0,0.0,0.0,0.62,0.0
Rib eye steak,Meat,0.011,291.0,0.0,0.08,8e-05,22.0,0.0,6e-06,0.0022,0.022,11.0,0.0,0.0,0.01,0.0,0.152,1.0,0.26,24.0,9.7,3e-05,0.054,1.5,25.0,8e-06,7.000000000000001e-05,2.1e-06,0.00029,0.0049,0.00054,0.0004799999999999,0.0,0.0059,0.049,0.0,0.00089,0.0011,0.002,0.0023,8e-05,0.00064,0.00095,0.0,0.0,0.0011,0.00027,0.0012,2.0000000000000002e-07,0.0001,1.6e-06,0.04,0.01,0.0,0.0,0.02,0.7,0.0
Steak,Meat,0.012,271.0,0.0,0.078,8.999999999999999e-05,19.0,0.0,6e-06,0.0024,0.023,9.2,0.0,0.0,0.01,0.0,0.163,0.9,0.279,25.0,8.4,3.2e-05,0.058,0.0,25.0,7e-06,7.000000000000001e-05,2.2e-06,0.0003,0.0050999999999999,0.0,0.0005,0.0,0.0063,0.0,0.0,0.00093,0.0012,0.0021,0.0024,0.0,0.00067,0.001,0.0,0.0,0.0012,0.00028,0.0012,1.0000000000000001e-07,0.0,1.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beef,Meat,0.013,169.0,0.0,0.085,0.0001,6.5,0.0,7e-06,0.003,0.014,2.7,0.0,0.0,0.01,0.0,0.259,0.53,0.352,28.0,2.6,2.5e-05,0.054,0.38,6.0,2e-06,7.000000000000001e-05,4.2e-06,0.0004,0.0058,0.0004799999999999,0.00067,0.0,0.0037,0.076,0.0,0.0012,0.0015,0.0028,0.0032,1e-05,0.00087,0.0013,0.0,0.0,0.0015,0.0003599999999999,0.0016,1.0000000000000001e-07,0.00025,1.6e-06,0.01,0.0,0.0,0.0,0.02,0.35,0.0
Mutton,Meat,0.01,234.0,0.08,0.109,6e-05,11.0,0.0,0.0,0.0048,0.031,4.5,0.08,0.0,0.0,0.0,0.272,0.81,0.409,33.0,5.1,3.8e-05,0.135,0.0,0.0,0.0,6e-05,4.4e-06,0.0003,0.0065,0.0009,0.00038,0.0,0.0059,0.101,0.0,0.00098,0.0016,0.0028,0.003,3e-05,0.00092,0.0014,0.0,0.0,0.0014,0.00026,0.0017,0.0,0.0008,0.0,0.15,0.0,0.03,0.0,0.0,0.0,0.0
Frog legs,Meat,0.018,73.0,0.0,0.05,0.00025,0.3,0.0,1.5e-05,0.0015,0.02,0.05,0.0,0.02,0.01,0.01,0.147,0.1,0.285,16.0,0.08,1.4e-05,0.058,0.0,50.0,1.5e-05,0.00014,4.0000000000000003e-07,0.00025,0.0012,0.0,0.0001199999999999,0.0,0.001,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000000000000002e-07,0.001,1.0000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allspice,Spices,0.661,263.0,72.0,0.0,0.00055,8.7,22.0,3.6e-05,0.0070999999999999,0.135,0.66,51.0,0.0,0.0,0.0,0.113,2.4,1.044,6.1,2.6,2.7e-06,0.077,0.0,540.0,2.7e-05,0.0001,0.0,6e-05,0.0029,0.0,0.0002099999999999,0.039,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star anise,Spices,0.646,337.0,50.0,0.0,0.00091,16.0,15.0,1e-05,0.037,0.17,9.8,35.0,0.0,0.0,0.0,0.44,3.2,1.441,18.0,0.59,5e-06,0.016,0.0,311.0,1.6e-05,0.00034,0.0,0.00029,0.0031,0.0008,0.00065,0.021,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bay leaf,Spices,0.834,313.0,75.0,0.0,0.0004199999999999,8.4,26.0,0.00018,0.043,0.12,1.6,49.0,0.0,0.0,0.0,0.113,2.3,0.529,7.6,2.3,2.8e-06,0.023,0.0,6185.0,0.000309,1e-05,0.0,0.0004199999999999,0.002,0.0,0.0017,0.047,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0081999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caraway spice,Spices,0.689,333.0,50.0,0.0,0.00091,15.0,38.0,1e-05,0.016,0.258,7.1,12.0,0.0,0.0,0.0,0.568,3.3,1.351,20.0,0.62,1.2e-05,0.017,0.0,363.0,1.8e-05,0.00038,0.0,0.00038,0.0036,0.0,0.0003599999999999,0.021,0.0055,0.025,0.0,0.00055,0.00083,0.0012,0.001,0.0013,0.0003599999999999,0.00087,0.0,0.64,0.00076,0.0002399999999999,0.001,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardamom,Spices,0.383,311.0,68.0,0.0,0.00038,6.7,28.0,0.0,0.014,0.229,0.87,40.0,0.0,0.0,0.0,0.178,0.43,1.119,11.0,0.68,0.0,0.018,0.0,0.0,0.0,0.0002,0.0,0.0001799999999999,0.0011,0.0,0.00023,0.021,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chili powder spice,Spices,0.33,282.0,50.0,0.0,0.001,14.0,35.0,2.8e-05,0.017,0.149,3.2,15.0,0.0,0.0,0.0,0.3,8.0,1.95,13.0,2.5,2e-05,2.867,0.0,29650.0,0.001483,0.00025,0.0,0.00094,0.012,0.00089,0.0021,0.0007,0.0043,0.067,4.3,0.0001799999999999,0.00039,0.00063,0.0003599999999999,0.0017,0.00013,0.00037,0.0,7.2,0.00027,7.000000000000001e-05,0.00054,0.0,0.038,0.000106,0.52,0.0,0.01,0.0,0.0,0.0,0.0
Cinnamon,Spices,1.002,247.0,81.0,0.0,0.00034,1.2,53.0,6e-06,0.0083,0.06,0.25,27.0,0.0,0.0,0.0,0.064,0.07,0.431,4.0,0.35,3.1e-06,0.01,0.0,295.0,1.5e-05,2e-05,0.0,4e-05,0.0013,0.0003599999999999,0.00016,0.0038,0.0018,0.011,1.1,0.0001199999999999,0.00015,0.00025,0.0002399999999999,0.017,8e-05,0.00015,0.0,2.2,0.00014,5e-05,0.00022,0.0,0.0023,3.1e-05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Ground cloves,Spices,0.632,274.0,66.0,0.0,0.00037,13.0,34.0,2.5e-05,0.012,0.259,1.4,32.0,0.0,0.18,0.01,0.104,3.6,1.02,6.0,4.0,7.2000000000000005e-06,0.277,0.25,160.0,8e-06,0.00016,0.0,0.00022,0.0016,0.00051,0.00039,0.0002,0.0023,0.037,1.1,0.00013,0.0002399999999999,0.0004,0.00037,0.06,8e-05,0.00023,0.0,2.4,0.0001799999999999,3e-05,0.00034,0.0,0.0088,0.000142,0.59,0.02,0.0,0.0,0.01,2.6,0.0
Coriander seeds,Spices,0.709,298.0,55.0,0.0,0.00098,18.0,42.0,0.0,0.016,0.33,14.0,13.0,0.0,0.0,0.0,0.409,1.8,1.267,12.0,0.99,2.6e-05,0.035,0.0,0.0,0.0,0.0002399999999999,0.0,0.00029,0.0021,0.0,0.0,0.021,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cumin,Spices,0.931,375.0,44.0,0.0,0.00087,22.0,11.0,1e-05,0.066,0.366,14.0,34.0,0.0,0.0,0.0,0.499,3.3,1.788,18.0,1.5,5.2e-06,0.168,0.0,1270.0,6.4e-05,0.00063,0.0,0.00033,0.0046,0.0,0.00044,0.0077,0.0048,0.025,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0033,5.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curry powder,Spices,0.525,325.0,56.0,0.0,0.0012,14.0,53.0,5.6e-05,0.019,0.255,8.8,2.6,0.0,0.0,0.0,0.367,3.1,1.17,14.0,1.6,4e-05,0.052,0.0,19.0,1e-06,0.0001799999999999,0.0,0.0002,0.0033,0.0011,0.00011,0.0007,0.0047,0.064,0.79,0.00029,0.00063,0.00089,0.0007,0.0083,0.00019,0.00058,0.0,2.8,0.00035,0.00011,0.00075,0.0,0.025,0.0001,0.26,0.0,0.01,0.0,0.0,0.0,0.0
Dill seeds,Spices,1.516,305.0,55.0,0.0,0.00078,15.0,21.0,1e-05,0.016,0.256,9.4,34.0,0.0,0.0,0.0,0.277,1.0,1.186,16.0,0.73,1.2e-05,0.02,0.0,53.0,3e-06,0.0004199999999999,0.0,0.00028,0.0028,0.0,0.00025,0.021,0.0052,0.0,0.0,0.00032,0.00077,0.00093,0.001,0.0018,0.00014,0.00067,0.0,0.0,0.00058,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dried dill weed,Spices,1.784,253.0,56.0,0.0,0.00049,4.4,14.0,0.0,0.049,0.451,0.0,42.0,0.0,0.0,0.0,0.543,0.0,3.308,20.0,0.23,0.0,0.208,0.0,5850.0,0.000293,0.0004199999999999,0.0,0.00028,0.0028,0.0,0.0017,0.05,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fennel seeds,Spices,1.196,345.0,52.0,0.0,0.0011,15.0,40.0,0.0,0.019,0.385,9.9,12.0,0.0,0.0,0.0,0.487,1.7,1.694,16.0,0.48,0.0,0.088,0.0,135.0,7e-06,0.00041,0.0,0.00035,0.0060999999999999,0.0,0.00047,0.021,0.0037,0.0,0.0,0.00033,0.0007,0.001,0.00076,0.0065,0.0003,0.00065,0.0,0.0,0.0006,0.00025,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fenugreek,Spices,0.176,323.0,58.0,0.0,0.0011,6.4,25.0,5.7e-05,0.034,0.191,0.0,34.0,0.0,0.0,0.0,0.296,0.0,0.77,23.0,1.5,6.3e-06,0.067,0.0,60.0,3e-06,0.00032,0.0,0.00037,0.0016,0.0,0.0006,0.003,0.0025,0.0,0.0,0.00067,0.0012,0.0018,0.0017,0.0012,0.00034,0.0011,0.0,0.0,0.0009,0.00039,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garlic powder,Spices,0.079,331.0,73.0,0.0,0.00053,0.73,9.0,4.7e-05,0.0057,0.077,0.12,64.0,0.0,0.0,0.0,0.414,0.18,1.193,17.0,0.25,2.4e-05,0.06,0.0,0.0,0.0,0.00044,0.0,0.00014,0.0008,0.00074,0.0017,0.0012,0.003,0.068,0.31,0.00026,0.00041,0.00073,0.00077,0.00098,0.00011,0.00053,0.0,2.4,0.00037,0.0001199999999999,0.00067,0.0,0.00067,4.0000000000000003e-07,0.01,0.02,0.0,0.0,0.0,0.0,0.0
Ground ginger,Spices,0.114,335.0,72.0,0.0,0.0004799999999999,4.2,14.0,1.3e-05,0.02,0.214,0.48,58.0,0.0,0.0,0.0,0.168,0.93,1.32,9.0,2.6,5.6e-05,0.027,0.0,30.0,2e-06,5e-05,0.0,0.00017,0.0096,0.0004799999999999,0.00063,0.0007,0.0036,0.041,1.8,0.0002,0.00034,0.00051,0.0002399999999999,0.033,8.999999999999999e-05,0.00031,0.0,3.4,0.00029,0.00015,0.00041,0.0,0.0,8.000000000000001e-07,0.22,0.0,0.0,0.0,0.0,0.0,0.0
Marjoram,Spices,1.99,271.0,61.0,0.0,0.0011,7.0,40.0,0.000274,0.083,0.346,0.94,20.0,0.0,0.0,0.0,0.306,4.4,1.522,13.0,0.53,4.5e-06,0.077,0.0,8068.0,0.000403,0.00029,0.0,0.00032,0.0040999999999999,0.0,0.0012,0.051,0.0036,0.044,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0017,0.000622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nutmeg,Spices,0.184,525.0,49.0,0.0,0.001,36.0,21.0,7.6e-05,0.003,0.183,3.2,28.0,0.0,0.0,0.0,0.213,0.35,0.35,5.8,26.0,1.6e-06,0.016,0.0,102.0,5e-06,0.00035,0.0,6e-05,0.0013,0.0,0.00016,0.003,0.0022,0.0088,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onion powder,Spices,0.384,341.0,79.0,0.0,0.0005899999999999,1.0,15.0,6.4e-05,0.0039,0.113,0.2,64.0,0.0,0.0,0.0,0.322,0.31,0.985,10.0,0.22,1.4e-05,0.073,0.0,0.0,0.0,0.00046,0.0,8e-05,0.00032,0.00073,0.0007199999999999,0.023,0.0040999999999999,0.039,1.7,0.00016,0.00014,0.00022,0.00049,0.0013,8.999999999999999e-05,0.00028,0.0,6.6,0.00014,6e-05,0.00017,0.0,0.00027,4.1e-06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Oregano,Spices,1.597,265.0,69.0,0.0,0.00063,4.3,43.0,0.000237,0.037,0.27,0.72,26.0,0.0,0.0,0.0,0.148,1.4,1.26,9.0,1.6,4.5e-06,0.025,0.0,1701.0,8.5e-05,0.0001799999999999,0.0,0.00053,0.0046,0.00092,0.001,0.0023,0.0027,0.032,1.1,0.00014,0.00044,0.00078,0.0005,0.005,0.00013,0.00045,0.0,4.1,0.00032,0.0002,0.0005899999999999,0.0,0.018,0.000622,0.62,0.0,0.0,0.0,0.0,0.0,0.0
Paprika,Spices,0.229,282.0,54.0,0.0,0.0007099999999999,13.0,35.0,4.9e-05,0.021,0.178,1.7,19.0,0.0,0.0,0.0,0.314,7.8,2.28,14.0,2.1,6.3e-06,0.068,0.0,49254.0,0.002463,0.00033,0.0,0.0012,0.01,0.0025,0.0021,0.0009,0.0043,0.052,6.7,0.00025,0.00057,0.00092,0.00069,0.0016,0.0002,0.00061,0.0,10.0,0.00049,7.000000000000001e-05,0.00075,0.0,0.029,8e-05,0.45,0.0,0.0,0.0,0.0,0.0,0.0
Dried parsely,Spices,1.14,292.0,51.0,0.0,0.00078,5.5,27.0,0.00018,0.022,0.4,0.76,24.0,0.0,0.0,0.0,0.436,3.1,2.683,27.0,1.4,1.4e-05,0.452,0.0,1939.0,9.7e-05,0.0002,0.0,0.0024,0.0099,0.0011,0.0009,0.125,0.0054,0.097,0.42,0.0007199999999999,0.0015,0.0028,0.0021,0.0098,0.0006,0.0017,0.0,7.3,0.0012,0.0004799999999999,0.002,0.0,0.009,0.00136,1.9,0.0,0.02,0.0,0.0,1.2,0.0
Black pepper,Spices,0.443,251.0,64.0,0.0,0.0013,3.3,25.0,1.7e-05,0.0096999999999999,0.171,0.74,39.0,0.0,0.0,0.0,0.158,1.0,1.329,10.0,1.4,4.9000000000000005e-06,0.02,0.0,547.0,2.7e-05,0.00011,0.0,0.0001799999999999,0.0011,0.0014,0.00029,0.0,0.0012,0.011,0.23,0.00016,0.00037,0.001,0.0002399999999999,0.013,0.0001,0.00045,0.0,0.64,0.0002399999999999,6e-05,0.00055,0.0,0.001,0.000164,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Cayenne pepper,Spices,0.148,318.0,57.0,0.0,0.00037,17.0,27.0,0.000106,0.0078,0.152,2.8,29.0,0.0,0.0,0.0,0.293,8.4,2.014,12.0,3.3,8.8e-06,0.03,0.0,41610.0,0.002081,0.00033,0.0,0.00092,0.0087,0.0,0.0025,0.076,0.0025,0.052,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.03,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White pepper,Spices,0.265,296.0,69.0,0.0,0.00091,2.1,26.0,1e-05,0.014,0.09,0.79,42.0,0.0,0.0,0.0,0.176,0.62,0.073,10.0,0.63,3.1e-06,0.005,0.0,0.0,0.0,2e-05,0.0,0.00013,0.0002099999999999,0.0,0.0001,0.021,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poppy seed,Spices,1.438,525.0,28.0,0.0,0.0016,42.0,20.0,8.2e-05,0.0098,0.347,6.0,8.6,0.0,0.0,0.0,0.87,29.0,0.719,18.0,4.5,1.4e-05,0.026,0.0,0.0,0.0,0.00085,0.0,0.0001,0.0009,0.00032,0.00025,0.001,0.0079,0.0088,0.29,0.00047,0.00082,0.0013,0.00095,0.0067,0.0005,0.00076,0.0,3.0,0.00069,0.0001799999999999,0.0011,0.0,0.0018,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
Poultry seasoning,Spices,0.996,307.0,66.0,0.0,0.0008399999999999,7.5,11.0,0.000138,0.035,0.224,1.2,54.0,0.0,0.0,0.0,0.171,1.9,0.684,9.6,3.3,7.2000000000000005e-06,0.027,0.0,2632.0,0.000132,0.00026,0.0,0.00019,0.003,0.0,0.0013,0.012,0.0031,0.03,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0013,0.000805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pumpkin pie spice,Spices,0.682,342.0,69.0,0.0,0.0004799999999999,13.0,15.0,2.4e-05,0.02,0.136,1.1,54.0,0.0,0.0,0.0,0.118,0.78,0.663,5.8,6.5,9.3e-06,0.052,0.0,261.0,1.3e-05,0.00013,0.0,0.00014,0.0022,0.0,0.0004,0.023,0.0024,0.021,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0019,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dried rosemary,Spices,1.28,331.0,64.0,0.0,0.00055,15.0,43.0,0.000307,0.029,0.22,3.0,21.0,0.0,0.0,0.0,0.07,2.3,0.955,4.9,7.4,4.6e-06,0.05,0.0,3128.0,0.000156,0.00051,0.0,0.00043,0.001,0.0,0.0017,0.061,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saffron,Spices,0.111,310.0,65.0,0.0,0.00033,5.9,3.9,9.3e-05,0.011,0.264,0.43,61.0,0.0,0.01,0.0,0.252,2.1,1.724,11.0,1.6,5.6e-06,0.148,0.0,530.0,2.7e-05,0.0001199999999999,0.0,0.00027,0.0015,0.0,0.001,0.081,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarragon,Spices,1.139,295.0,50.0,0.0,0.00068,7.2,7.4,0.000274,0.032,0.347,0.47,43.0,0.0,0.0,0.0,0.313,3.7,3.02,23.0,1.9,4.4e-06,0.062,0.0,4200.0,0.00021,0.00025,0.0,0.0013,0.009,0.0,0.0024,0.05,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dried thyme,Spices,1.89,276.0,64.0,0.0,0.00086,7.4,37.0,0.000274,0.124,0.22,0.47,27.0,0.0,0.0,0.0,0.201,1.2,0.814,9.1,2.7,4.6e-06,0.055,0.0,3800.0,0.00019,0.00051,0.0,0.0004,0.0049,0.0,0.00055,0.05,0.0062,0.044,0.0,0.0,0.00047,0.00043,0.0002099999999999,0.0079,0.0,0.0,0.0,1.7,0.00025,0.00019,0.0005,0.0,0.0075,0.001715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turmeric,Spices,0.168,312.0,67.0,0.0,0.0013,3.3,23.0,2e-05,0.055,0.208,0.45,44.0,0.0,0.0,0.0,0.299,0.76,2.08,9.7,1.8,6.2e-06,0.027,0.06,0.0,0.0,6e-05,0.0,0.00015,0.0014,0.00054,0.00011,0.0007,0.0045,0.049,0.45,0.00015,0.00047,0.00081,0.00038,0.02,0.00014,0.00053,0.0,3.2,0.00033,0.00017,0.00066,0.0,0.0044,1.3e-05,0.0,0.0,0.08,0.0,0.0,0.0,0.0
Mustard,Spices,0.063,60.0,5.8,0.0,7.000000000000001e-05,3.3,4.0,7e-06,0.0016,0.048,2.2,1.8,0.0,0.0,0.0,0.108,0.77,0.152,3.7,0.21,3.4e-05,1.104,0.01,109.0,5e-06,0.0001799999999999,0.0,7.000000000000001e-05,0.00057,0.00025,7.000000000000001e-05,0.0003,0.00064,0.022,0.23,0.0001199999999999,0.00015,0.00029,0.00026,0.0004199999999999,8e-05,0.00016,0.64,0.92,0.00017,1e-05,0.00019,0.0,0.0003599999999999,1.4e-06,0.37,0.01,0.0,0.02,0.0,0.36,0.0
